entity_norm,label,category,count
scott lawson,PERSON,sport,1
scott mathieson,PERSON,sport,1
scott murray,PERSON,sport,1
scott murray edinburgh,PERSON,sport,1
scott new,PERSON,entertainment,1
scott parker,PERSON,sport,1
scott secs,PERSON,sport,1
scott staniforth,PERSON,sport,1
scott stanzel,ORG,politics,1
scott sullivan,PERSON,business,7
scottish national party,ORG,politics,1
scottish rugby union,ORG,sport,1
scotts training,PERSON,sport,1
screens week next four days,DATE,entertainment,1
scrum twickenham,PERSON,sport,1
scrumhalf matt dawson,PERSON,sport,1
scrumhalf williams,PERSON,sport,1
sculthorpe,GPE,sport,6
sculthorpe,ORG,sport,1
sean dudas,PERSON,entertainment,1
sean lamont,PERSON,sport,1
sean mcallister,PERSON,entertainment,1
sears,ORG,business,4
season,DATE,business,1
season,DATE,sport,11
season april,DATE,sport,1
seasonal,DATE,business,2
seasonally,DATE,business,4
sebastian coe steve,PERSON,sport,1
sebastien bruno,ORG,sport,1
sebastien grosjean fabrice santoro,ORG,sport,1
sec,ORG,business,35
sec sec,PERSON,business,2
second day,DATE,business,1
second half,DATE,sport,1
second half year,DATE,business,3
second month row,DATE,business,1
second quarter,DATE,business,3
second quarter bank,DATE,business,1
second quarter year,DATE,business,1
second stage years,DATE,entertainment,1
second time years,DATE,business,1
second time years first,DATE,sport,1
second week,DATE,entertainment,4
second week,DATE,sport,2
second weekend,DATE,entertainment,1
second year,DATE,entertainment,1
second year,DATE,politics,1
second year,DATE,sport,2
second year row,DATE,business,1
second year row,DATE,entertainment,1
secondunit,PERSON,entertainment,1
securities exchange commission,ORG,business,10
sega come end,PERSON,sport,1
sega name,PERSON,sport,2
sejong securities,PERSON,business,1
selfemployed milburn,PERSON,politics,1
selloff assault yukos finances part attempt,ORG,business,1
selloff ukrainian steel,ORG,politics,1
selma blair dennis,PERSON,entertainment,1
senate,ORG,business,2
senate rules committee,ORG,business,1
sensible week,DATE,politics,1
sent southampton arsenal numerical advantage,ORG,sport,1
sepp blatter,PERSON,sport,1
september,DATE,business,43
september,DATE,entertainment,17
september,DATE,politics,23
september,DATE,sport,19
september,DATE,tech,24
september first,DATE,politics,2
september year,DATE,business,1
september yearold,DATE,sport,1
serbia,GPE,politics,2
serbia,GPE,sport,3
serena williams,PERSON,sport,7
serena williams yearold,PERSON,sport,1
sergei oganesyan,PERSON,business,1
sergio,GPE,entertainment,1
seth heine ripmobile,PERSON,business,1
seth macfarlane,PERSON,entertainment,1
seven consecutive days,DATE,entertainment,1
seven days,DATE,entertainment,7
seven days,DATE,politics,1
seven days,DATE,sport,2
seven million million,MONEY,entertainment,1
seven months,DATE,sport,1
seven weeks,DATE,politics,1
seven years,DATE,business,3
seven years,DATE,entertainment,1
seven years,DATE,politics,2
seven years,DATE,sport,2
seven years ago,DATE,politics,1
seven years ago years,DATE,entertainment,1
seven years days,DATE,politics,1
seventh week,DATE,politics,1
seventies,DATE,politics,1
several days,DATE,tech,1
several disappointing years,DATE,business,1
several hundred million pounds,MONEY,politics,1
several months,DATE,business,2
several months,DATE,entertainment,4
several months,DATE,sport,1
several quarters,DATE,business,2
several weeks,DATE,business,1
several weeks,DATE,sport,1
several weeks,DATE,tech,4
several years,DATE,business,2
several years,DATE,entertainment,4
several years,DATE,tech,2
seville,ORG,sport,1
seville moya,ORG,sport,1
sfa,PERSON,sport,2
shabazz,GPE,entertainment,2
shahid,PERSON,politics,1
shailendra jain,PERSON,business,3
shaka hislop smart,PERSON,sport,1
shakespearean performer,PERSON,entertainment,1
shami chakrabarti,PERSON,politics,1
shanghai,GPE,business,3
shanghai automotive industry corp,ORG,business,1
shanghai automotive industry corp plans,ORG,business,1
shanghai city,GPE,business,1
shanghai media group,ORG,business,1
shanklin,ORG,sport,1
shanklin henson williams,PERSON,sport,1
sharon,ORG,entertainment,1
sharon,PERSON,business,1
sharon,PERSON,entertainment,4
sharon,PERSON,politics,3
sharon,PERSON,sport,2
sharps mobile,ORG,tech,2
shaw view bank england,ORG,business,1
sheila ferguson,PERSON,entertainment,1
sheila wheels,PERSON,entertainment,1
sheridan borthwick,PERSON,sport,1
sheridan douglas,PERSON,sport,1
shevardnadze,PERSON,politics,1
shevchenko blatter,PERSON,sport,1
shifted weeks,DATE,politics,1
shimon peres,ORG,politics,1
shirley valentine,PERSON,entertainment,1
shop owner hayriye evren,ORG,business,1
shop window,ORG,sport,1
shop window academy,ORG,sport,1
shop workers,ORG,business,1
shoppingcom,ORG,business,2
shortly weekend,DATE,politics,1
shot david beckham,PERSON,sport,1
shun,PERSON,politics,1
shylock fagin,PERSON,politics,1
sibierski mcmanaman musampa,ORG,sport,1
siemens,ORG,business,18
siemens,ORG,politics,1
siemens,ORG,tech,3
sienna miller,PERSON,entertainment,1
silicon graphics columbia supercomputer,ORG,tech,1
silva,PERSON,business,1
silver sydney,ORG,sport,1
silvio berlusconi,PERSON,business,1
silvio berlusconi,PERSON,politics,1
silvio berlusconi,PERSON,sport,1
silvio berlusconi unveil,PERSON,business,1
simon,PERSON,entertainment,1
simon,PERSON,sport,1
simon amor,PERSON,sport,1
simon beresford,PERSON,entertainment,1
simon burns,PERSON,politics,1
simon cowell,PERSON,entertainment,5
simon cross,ORG,sport,1
simon danielli,PERSON,sport,2
simon falic,ORG,business,1
simon gardner,PERSON,tech,1
simon george,PERSON,entertainment,1
simon hall,PERSON,sport,1
simon hart,PERSON,sport,1
simon hughes,PERSON,politics,3
simon jones,PERSON,business,2
simon kemp,PERSON,sport,1
simon mcburney,PERSON,entertainment,2
simon mcdowell,PERSON,sport,1
simon pegg,PERSON,entertainment,1
simon sweetman,PERSON,business,1
simon taylor,PERSON,sport,7
simon thomas,PERSON,politics,1
simon webster edinburgh,PERSON,sport,1
simon wolfson,PERSON,business,1
simon wright,PERSON,business,1
simpson carlisle lee barnard,PERSON,sport,1
simpson head,PERSON,tech,1
simpsondaniel fanolua,PERSON,sport,1
simpsondaniel thompson,PERSON,sport,1
sinamapongolle,PERSON,sport,1
since weekend,DATE,business,2
sindh province,GPE,politics,1
singapore,GPE,business,7
singapore,GPE,tech,1
singers madonna,PERSON,entertainment,1
singh,GPE,entertainment,2
singh,GPE,politics,2
single day,DATE,sport,1
sion aubrey,PERSON,politics,1
siouxsie sioux,PERSON,entertainment,1
sirius subscription,ORG,entertainment,1
six days,DATE,entertainment,1
six days,DATE,sport,2
six days ago,DATE,sport,1
six days later,DATE,sport,1
six eight weeks,DATE,sport,1
six five cent,MONEY,entertainment,1
six month,DATE,business,1
six months,DATE,business,6
six months,DATE,politics,7
six months,DATE,sport,4
six months ago,DATE,politics,7
six months earlier,DATE,politics,1
six months ending december,DATE,business,1
six months nine months,DATE,politics,1
six months old,DATE,politics,1
six months two years,DATE,sport,1
six nights week,DATE,entertainment,1
six projects year,DATE,tech,2
six quarters,DATE,business,1
six seven weeks,DATE,entertainment,1
six weekend,DATE,entertainment,2
six weeks,DATE,entertainment,1
six weeks,DATE,politics,1
six weeks,DATE,sport,8
six weeks ago,DATE,entertainment,1
six weeks ago,DATE,sport,1
six years,DATE,business,1
six years,DATE,entertainment,2
six years,DATE,sport,5
six years,DATE,tech,2
six years ago,DATE,business,1
six years ago,DATE,sport,3
six years earlier,DATE,sport,1
six years january,DATE,business,1
six years yearold,DATE,entertainment,1
sixth month row,DATE,business,2
sixth round years season,DATE,sport,1
sixth straight quarter,DATE,business,1
sixth year,DATE,entertainment,1
size mobile,ORG,entertainment,2
sizzla,PERSON,entertainment,1
skill damien,PERSON,sport,1
sky news,ORG,politics,1
skyhigh year,DATE,business,1
slam,ORG,sport,7
slam johnson,PERSON,sport,1
slovakia,ORG,sport,4
slovakian meet elena,PERSON,sport,1
smart,ORG,tech,2
smillie jessica taylor,PERSON,sport,1
smith,ORG,entertainment,3
smith,ORG,politics,1
smith,ORG,sport,2
smith,PERSON,politics,2
smith,PERSON,sport,3
smith andy goode,PERSON,sport,1
smith barney retail,ORG,business,1
smith bulloch,ORG,sport,2
smith edinburgh smith,ORG,sport,1
smith england,ORG,sport,1
smith federal reserve,ORG,business,1
smith gibson healey,PERSON,sport,1
smith going,ORG,politics,1
smith honorary award ceremony,ORG,entertainment,1
smith host arts festival rock star,ORG,entertainment,1
smith inherit,PERSON,sport,1
smith loses box office crown new comedy diary,ORG,entertainment,1
smith northampton,ORG,sport,1
smith plays new york,ORG,entertainment,1
smith scott,PERSON,sport,1
smith star,ORG,entertainment,1
smith stevens tait voyce dowson haughton,ORG,sport,1
snap least month,DATE,tech,3
snecma,ORG,business,2
snp,ORG,politics,1
snp holyrood,ORG,politics,1
snps nicola sturgeon,ORG,politics,1
social interaction mobile,ORG,entertainment,1
social justice yearold,ORG,politics,1
social sciences,ORG,business,1
sociedad,GPE,sport,1
society department,ORG,politics,1
society years,DATE,tech,1
softness modest rise,PERSON,business,1
solidarity,ORG,sport,1
song kapranos,PERSON,entertainment,1
songwriter missy higgins,PERSON,entertainment,1
sonny parker,PERSON,sport,3
sony,ORG,business,31
sony,ORG,entertainment,74
sony,ORG,tech,57
sony pictures entertainment vice,ORG,business,1
sophie anderton,ORG,entertainment,1
sophie okonedo,PERSON,entertainment,1
sos,ORG,entertainment,1
sotherton,ORG,sport,1
sotherton,PERSON,sport,1
sotherton jade johnson,ORG,sport,1
soul,PERSON,entertainment,2
soul sensation,ORG,entertainment,1
soulrnb hiphop,PERSON,entertainment,1
sounesss,ORG,sport,1
south africa,GPE,business,16
south africa,GPE,entertainment,1
south africa,GPE,politics,7
south africa,GPE,sport,27
south africa douala,GPE,sport,1
south africa ireland,GPE,sport,1
south africa yearold,GPE,sport,1
south africas,GPE,business,3
south africas,GPE,sport,2
south americas champions league corinthians,ORG,sport,1
south bank,GPE,entertainment,2
south korea,GPE,business,18
south korea,GPE,entertainment,5
south korea,GPE,politics,1
south korea,GPE,sport,1
south korea,GPE,tech,10
south koreas,GPE,business,2
south koreas stock exchange,ORG,business,1
south london,GPE,politics,2
south west,GPE,business,1
southcorp,ORG,business,5
southcorp january,PERSON,business,1
southcorp oatley,PERSON,business,1
southcorp robert oatley,PERSON,business,1
southcorp sparking,PERSON,business,1
soviet union,GPE,business,2
soviet union,GPE,sport,1
sowdentaylor cooper,ORG,sport,1
spadea dominik hrbaty slovakia,ORG,sport,1
spain,GPE,business,9
spain,GPE,entertainment,17
spain,GPE,politics,2
spain,GPE,sport,42
spain,GPE,tech,3
spain juan ignacio chela argentina,ORG,sport,1
spain veracruz destination sanchez,ORG,sport,1
spain victory usa,ORG,sport,1
spanish federation,ORG,sport,1
spar european,PERSON,sport,1
spar michael,PERSON,entertainment,1
spasiuk,GPE,entertainment,1
spencer abraham,PERSON,tech,1
spike lee,PERSON,entertainment,1
spike lee backs student,PERSON,entertainment,1
spike lee starring,PERSON,entertainment,2
spinoff news,ORG,business,1
spoon second year,DATE,sport,1
sportwagon,ORG,sport,1
sprem croatia francesca,ORG,sport,1
sprem croatian,PERSON,sport,1
spring,DATE,entertainment,1
spring,DATE,politics,10
spring,DATE,tech,1
spring mcconnell,ORG,politics,1
springboks john smit,PERSON,sport,1
sprinter frankie,PERSON,sport,1
sprinter michelle,PERSON,sport,1
sprinter michelle collins,PERSON,sport,1
spyware trojan,PERSON,tech,2
squabbles blair,PERSON,business,1
squad brian,PERSON,sport,1
square foot studio,PERSON,entertainment,1
sri lanka,GPE,business,19
sri lanka,GPE,entertainment,1
sri lanka,GPE,politics,2
sri lanka,GPE,tech,3
sri lankan,GPE,tech,1
sri lankas,GPE,business,1
sri lankas,PERSON,business,1
sri lankas banks,ORG,business,1
sri lankas government,ORG,business,1
sri lankas stock,ORG,business,2
sri mulyani,PERSON,business,1
stacey jolna,PERSON,entertainment,1
stage decade,DATE,entertainment,2
stakonia,GPE,entertainment,1
stalin ira,PERSON,politics,1
stall chinas lenovo,ORG,business,1
stan lee,PERSON,entertainment,7
stan lee indestructible,PERSON,entertainment,1
stan lee stan lee,PERSON,entertainment,1
stan lieberman,PERSON,entertainment,1
stan varga,PERSON,sport,1
standard johnson,PERSON,politics,1
standin,PERSON,sport,1
standin keeper manuel almunia,PERSON,sport,1
standoff deutsches,PERSON,business,1
stanford university,ORG,business,1
stanley hyde,PERSON,sport,1
stanley kowalski,PERSON,entertainment,1
stanley odell,PERSON,politics,1
stanley park,GPE,sport,2
star cent,MONEY,entertainment,1
stars marcia cross,PERSON,entertainment,1
start season,DATE,sport,1
start year,DATE,business,1
states national land institute,ORG,politics,1
station week,DATE,entertainment,1
stefan holm,PERSON,sport,1
stefan johannesson,PERSON,business,1
stefan koubek,PERSON,sport,1
stefan pakeerah,PERSON,entertainment,1
stefan pakeerah,PERSON,sport,1
stefan schilbe,PERSON,business,1
stefan voigt,PERSON,tech,2
stella artois hoegaarden,PERSON,business,1
stella papamichael bbc,PERSON,entertainment,1
stellar year,DATE,entertainment,1
stephen baker,PERSON,business,3
stephen breyer,PERSON,tech,2
stephen cairns,PERSON,sport,1
stephen candillon respond,PERSON,tech,2
stephen cape,PERSON,business,3
stephen cape,PERSON,politics,1
stephen carr,PERSON,sport,2
stephen carr finnan irelands right flank,PERSON,sport,1
stephen coleman,PERSON,politics,2
stephen daldry,PERSON,entertainment,1
stephen douglas wales,PERSON,politics,1
stephen dyer,PERSON,tech,2
stephen elliott,PERSON,sport,1
stephen fry,PERSON,entertainment,2
stephen hawking kapranos,PERSON,entertainment,1
stephen jakobi,PERSON,politics,1
stephen jones,PERSON,sport,4
stephen jones retained kicking,PERSON,sport,1
stephen king,PERSON,entertainment,2
stephen ladyman,PERSON,politics,1
stephen mear,PERSON,entertainment,1
stephen merchant,PERSON,entertainment,1
stephen pound,PERSON,politics,1
stephen pound,PERSON,sport,1
stephen pound echoed,PERSON,politics,1
stephen roberts,PERSON,sport,1
stephen schechter,PERSON,sport,1
stephen simmons,PERSON,sport,1
stephen toulouse,PERSON,tech,3
stephen twigg,PERSON,politics,2
stephen webster,PERSON,entertainment,1
stephens key role,PERSON,entertainment,1
stephenson wilkinson,PERSON,sport,1
steve,PERSON,business,3
steve,PERSON,entertainment,3
steve,PERSON,sport,11
steve backley,PERSON,sport,1
steve backley past,PERSON,sport,1
steve borthwick robinson,PERSON,sport,1
steve brookstein,PERSON,entertainment,1
steve brown,PERSON,entertainment,2
steve bruce,PERSON,sport,3
steve buscemi,PERSON,entertainment,1
steve clarke,PERSON,sport,1
steve coogan actor,PERSON,entertainment,1
steve coogans,PERSON,entertainment,1
steve cram,PERSON,sport,1
steve finnan,PERSON,sport,1
steve finnans cross,PERSON,sport,1
steve gerrard,PERSON,sport,1
steve green,PERSON,politics,1
steve greenberg,PERSON,entertainment,2
steve hansen,PERSON,sport,1
steve jobs,PERSON,tech,4
steve kleynhans analyst,PERSON,business,2
steve lamacq,PERSON,entertainment,1
steve linford,PERSON,tech,2
steve martin,PERSON,entertainment,1
steve mcclaren,PERSON,sport,3
steve mcgregor,PERSON,sport,1
steve mcmanaman,PERSON,sport,1
steve morgan,PERSON,sport,3
steve ovett,PERSON,sport,1
steve radley,PERSON,business,3
steve redgrave trust,PERSON,sport,1
steve stone,PERSON,sport,1
steve taylor,PERSON,entertainment,2
steve vaughan,PERSON,sport,1
steve weinstein,PERSON,entertainment,3
steve wigley,PERSON,sport,1
steve winwood,PERSON,entertainment,1
steven dowell,PERSON,entertainment,1
steven gerrard,PERSON,sport,11
steven kull,PERSON,politics,1
steven richter,PERSON,tech,2
steven soderbergh,PERSON,entertainment,2
steven wieting,PERSON,business,1
stevens named,ORG,sport,1
stewart,PERSON,entertainment,1
stewart,PERSON,sport,1
stewart gray brown,PERSON,sport,1
stockholm,GPE,tech,2
stockholm hague,GPE,business,1
stockholm international film,ORG,entertainment,1
straightforward penalty mark,PERSON,sport,1
strathclyde,PERSON,politics,1
strathclyde universitys fraser,PERSON,politics,1
stratocaster guitar,PERSON,entertainment,2
streamcast networks,PERSON,entertainment,3
street kit abandonment real sociedad,ORG,sport,1
striker,ORG,sport,1
striker,PERSON,sport,3
striker arturo lupoli ljungberg,PERSON,sport,1
striker chelsea,PERSON,sport,1
striker club,ORG,sport,1
striker fernando morientes,PERSON,sport,2
striker matt jansen,PERSON,sport,1
striker ricardo fuller,PERSON,sport,1
striker robbie,PERSON,sport,1
striker vahid hashemian,PERSON,sport,1
strongest years,DATE,business,1
strudwick kennedy,PERSON,sport,1
stuart,ORG,sport,1
stuart abbott,PERSON,sport,1
stuart abbott jamie noon,PERSON,sport,1
stuart abbott richard hill,PERSON,sport,1
stuart abbotts,PERSON,sport,1
stuart cohen,PERSON,business,1
stuart confident carrow,ORG,sport,1
stuart gallacher,PERSON,sport,1
stuart gray,PERSON,sport,1
stuart hensel,PERSON,politics,1
stuart quint,PERSON,business,1
stuart taylor,PERSON,sport,1
study undertaken european commission,ORG,business,1
subs wright,PERSON,sport,1
success usa seville,ORG,sport,1
success years,DATE,entertainment,1
sudan food scare meanwhile commons,ORG,politics,1
sue baikal,PERSON,business,1
sue essex,PERSON,business,1
sued december,DATE,tech,2
suez,ORG,business,1
suffix,GPE,tech,3
suisse first boston,ORG,business,1
suisse first boston deutsche bank,ORG,business,1
suisse first boston university california,ORG,business,1
sullivan,PERSON,business,10
sullivan,PERSON,politics,1
sullivan,PERSON,tech,2
sullivan johnny carson,PERSON,entertainment,1
sullivan one,PERSON,business,1
sum falic group,ORG,business,1
sumitomo japans thirdlargest bank,ORG,business,1
sumitomo mitsui,PERSON,business,1
summer,DATE,business,26
summer,DATE,entertainment,20
summer,DATE,politics,4
summer,DATE,sport,42
summer,DATE,tech,15
summer big year,DATE,sport,1
summer coming years,DATE,sport,1
summer five years,DATE,business,1
summer fourth,DATE,sport,1
summer oneyear,DATE,sport,1
summer quarter,DATE,business,1
summer season,DATE,entertainment,1
summer two,DATE,sport,1
summer yearold,DATE,sport,1
sun,PERSON,entertainment,1
sun,PERSON,politics,1
sun,PERSON,sport,1
sun,PERSON,tech,3
sun news world guardian media group,ORG,business,1
sunday,DATE,business,27
sunday,DATE,entertainment,38
sunday,DATE,politics,39
sunday,DATE,sport,66
sunday,DATE,tech,3
sunday day,DATE,entertainment,1
sunday december,DATE,politics,1
sunday february,DATE,sport,1
sunday previous day,DATE,sport,1
sunday week,DATE,sport,1
sunday years,DATE,entertainment,1
sundays,DATE,sport,1
sunderland,PERSON,business,1
sung sohn,PERSON,business,1
superb girvan,PERSON,sport,1
superb manofthematch,PERSON,sport,1
superb victory australia,ORG,sport,1
superb yard strike,PERSON,sport,2
supervision fannie mae freddie,ORG,business,1
supreme,ORG,politics,2
supreme court,ORG,business,1
supreme court,ORG,entertainment,3
supreme court,ORG,politics,4
supreme court,ORG,tech,10
supreme court judicial appointments commission returning,ORG,politics,1
supreme governor church england,ORG,politics,1
supreme similaryethugelydifferent,ORG,sport,1
suprnova administrator slonceks,GPE,tech,3
suprnovaorg,ORG,entertainment,2
suprnovaorg,ORG,tech,3
sure year,DATE,entertainment,1
surrender passport doherty,ORG,entertainment,1
susan add,PERSON,sport,1
susan chepkemei,PERSON,sport,4
susan deacon,PERSON,sport,1
susan fletcher,PERSON,entertainment,1
susan fletcher eve,PERSON,entertainment,1
susan greenfield,PERSON,tech,1
susan illston,PERSON,sport,1
susan ilston,PERSON,sport,1
susan wojcicki director,PERSON,tech,2
susanna clarke fletcher,PERSON,entertainment,1
susanne risse,ORG,tech,2
susilo bambang,PERSON,business,1
suspension sfa,ORG,sport,1
sutton,ORG,sport,2
suzuki ford,PERSON,business,1
suzuki motor corp,ORG,sport,1
sven jaschen,PERSON,tech,1
svengoran,PERSON,sport,1
svengoran eriksson,ORG,sport,2
svengoran eriksson,PERSON,sport,2
svengoran eriksson came minute,PERSON,sport,1
svetlana feofanova,PERSON,sport,1
svetlana feofanova isinbayevas,ORG,sport,1
svetlana kuznetsova,ORG,sport,3
swaminarayan mandir,PERSON,politics,1
swansea bay,PERSON,politics,1
swansea uaf,PERSON,politics,1
swede joachim johansson,ORG,sport,1
swede jonas bjorkman,ORG,sport,1
sweden,GPE,business,1
swiss francs,ORG,business,1
swiss research,ORG,tech,2
switzerland,GPE,business,2
switzerland,GPE,entertainment,6
switzerland,GPE,politics,3
switzerland,GPE,sport,18
swung cross,ORG,sport,1
sybari,ORG,tech,2
sydney,GPE,sport,1
sydney harbour,PERSON,entertainment,1
sydney host north south,PERSON,sport,1
sydney return heninhardenne,PERSON,sport,1
sylvia,PERSON,politics,1
sylvia edward,PERSON,entertainment,1
sylvia farina,PERSON,sport,1
sylvia paul rhys,PERSON,entertainment,1
sylvia plath george orwell philip larkin,PERSON,entertainment,1
symantecs security,PERSON,tech,1
sympathy blunkett,PERSON,politics,1
syria,GPE,politics,2
taha idris,PERSON,politics,1
taipei,GPE,sport,2
taiwan,GPE,business,2
taiwan,GPE,politics,3
takahashi daiwa,PERSON,business,1
takashi,PERSON,business,1
takashi yamanaka economist ufj bank,ORG,business,1
talbot buxton dimech,PERSON,sport,1
tambien,PERSON,entertainment,1
tambien cuaron,PERSON,entertainment,1
tamimi,ORG,politics,1
tampa bay,ORG,sport,4
tampa bay,PERSON,sport,1
tana umaga,PERSON,sport,1
tandy,ORG,tech,3
tanzania,GPE,politics,3
tariku,PERSON,sport,1
tass news agency,ORG,business,1
tata,ORG,business,1
tatiana,PERSON,business,1
tatton,GPE,politics,1
tautou star vinci film,ORG,entertainment,2
tax european union,ORG,business,1
tax year,DATE,business,1
tax year march,DATE,business,1
taylor,PERSON,business,1
taylor,PERSON,entertainment,8
taylor,PERSON,politics,3
taylor,PERSON,sport,8
taylor,PERSON,tech,8
taylor hackford,PERSON,entertainment,1
taylor kennedy,PERSON,entertainment,1
taylor martin ampadu,PERSON,sport,1
teddy taylor,PERSON,politics,1
teenager tait,PERSON,sport,1
tel aviv,GPE,business,1
tel aviv,GPE,politics,1
tel aviv,GPE,sport,15
telcos technology,ORG,tech,1
telecoms analyst deutsche bank,ORG,business,1
tells story,PERSON,entertainment,1
templeton,ORG,business,1
templeton,PERSON,business,2
ten days,DATE,tech,2
ten first time week,DATE,entertainment,2
ten previous year,DATE,business,1
ten years,DATE,business,2
ten years,DATE,entertainment,2
ten years ago,DATE,business,1
tennessee,GPE,entertainment,1
tennessee williams,PERSON,entertainment,1
tens billions dollars,MONEY,business,1
tens millions dollars,MONEY,entertainment,1
tensions kilroysilk fellow meps,PERSON,politics,1
tenth straight month,DATE,business,1
teri,PERSON,entertainment,1
terry brady,PERSON,sport,1
terry bridge,PERSON,sport,1
terry gallas,PERSON,sport,1
terry griffiths,PERSON,sport,1
terry gudjohnsen,PERSON,sport,1
terry johnson,PERSON,sport,1
terry lundgren,PERSON,business,1
terry madden,PERSON,sport,1
terry melcher,PERSON,entertainment,1
terry palmer,PERSON,business,1
terry semel,PERSON,business,2
terry telford,PERSON,politics,1
tescos cromwell,ORG,business,1
tessa jowell,PERSON,entertainment,4
tessa jowell,PERSON,politics,2
tessa jowell,PERSON,sport,2
test week,DATE,sport,1
tetris pcs running,PERSON,tech,2
tevez,ORG,sport,1
tevez kiss,PERSON,sport,1
texas,GPE,business,13
texas,GPE,entertainment,3
texas,GPE,politics,1
texas,GPE,sport,5
texas bank,ORG,business,1
texas city,ORG,business,1
text pictures mobile,ORG,tech,1
thabo mbeki,GPE,politics,3
thadao chino,PERSON,business,1
thai airways,ORG,business,1
thai beach,GPE,politics,1
thailand,GPE,business,10
thailand,GPE,politics,1
thailand,GPE,sport,6
thailand abd,ORG,business,1
thaksin,PERSON,business,1
thaksin,PERSON,sport,1
thanksgiving,DATE,entertainment,1
thatcher,PERSON,politics,1
theater carson,PERSON,entertainment,1
theatre andrew scott,PERSON,entertainment,1
theatre impresario,ORG,entertainment,1
theatre london,PERSON,entertainment,1
theo van,PERSON,entertainment,1
theo van gogh,PERSON,entertainment,2
theo van goghs,PERSON,entertainment,1
theron tim,PERSON,entertainment,1
thiemann,ORG,business,3
thierry breton,PERSON,business,1
thierry henry,PERSON,sport,8
thierry henry incident,PERSON,sport,1
thierry henry yearold,PERSON,sport,1
thinktank committee,ORG,politics,1
thinktank demos,PERSON,business,2
third cap sunday,DATE,sport,1
third consecutive year,DATE,business,2
third fourth quarters,DATE,business,1
third johnson,PERSON,sport,1
third many months,DATE,sport,1
third quarter,DATE,business,22
third quarter previous year,DATE,tech,2
third quarter year,DATE,business,2
third quarter year earlier,DATE,business,1
third quarter zero,DATE,business,1
third start season,DATE,sport,1
third week,DATE,entertainment,5
third week hours,DATE,business,1
third year,DATE,entertainment,2
thirties,DATE,tech,1
thirty per cent,MONEY,politics,1
thirty years,DATE,politics,1
thoday,DATE,entertainment,6
thomas,PERSON,politics,4
thomas,PERSON,sport,1
thomas ades,PERSON,entertainment,1
thomas atwood president national,PERSON,entertainment,1
thomas castaignede,PERSON,sport,1
thomas chase,PERSON,sport,1
thomas cross kick,PERSON,sport,1
thomas dawson,PERSON,business,1
thomas doubt,PERSON,politics,1
thomas enqvist,PERSON,sport,2
thomas eyton,PERSON,sport,1
thomas fullback,PERSON,sport,1
thomas giordano,PERSON,sport,1
thomas gravesen,PERSON,sport,2
thomas haden,PERSON,entertainment,4
thomas hayden church vera,PERSON,sport,2
thomas henson,PERSON,sport,1
thomas hobbes,PERSON,politics,1
thomas husson mobile,PERSON,entertainment,2
thomas jamaica january,PERSON,entertainment,1
thomas jefferson,PERSON,politics,1
thomas johansson,PERSON,sport,4
thomas johansson fourth seed mikhail youzhny,PERSON,sport,1
thomas lievremont,PERSON,sport,1
thomas murphy,PERSON,business,1
thomas neathswansea sowdentaylor cardiff cooper newportgwent,PERSON,sport,1
thomas ospreys,PERSON,sport,1
thomas six nations,PERSON,sport,1
thomas slattery,PERSON,business,2
thomas sowdentaylor cooper,PERSON,sport,1
thomas take much,PERSON,sport,1
thomas toulouse,PERSON,sport,1
thomas tryscorer,PERSON,sport,1
thomas wales taylor,PERSON,sport,1
thomas wales williams,PERSON,sport,1
thomas williams owen mcbryde,PERSON,sport,1
thompson,PERSON,sport,1
thompson northampton,PERSON,sport,1
thomson,PERSON,tech,2
thomson ford,PERSON,sport,1
thomson telefonica,PERSON,tech,3
thornton,PERSON,business,1
thornton rid,PERSON,business,1
thorpe liberty,PERSON,politics,1
thou shalt threemonth,GPE,entertainment,1
thought day,DATE,politics,1
thoughts year,DATE,tech,2
thousands years,DATE,business,1
three awards million dollar,MONEY,entertainment,1
three days,DATE,business,3
three days,DATE,entertainment,5
three days,DATE,politics,1
three days,DATE,sport,6
three days,DATE,tech,2
three days eight,DATE,entertainment,1
three decades ago,DATE,business,1
three first weekend,DATE,entertainment,2
three four weeks,DATE,sport,1
three four years,DATE,business,1
three four years,DATE,sport,3
three four years ago first,DATE,entertainment,2
three matches years,DATE,sport,2
three month,DATE,business,1
three months,DATE,business,25
three months,DATE,entertainment,1
three months,DATE,politics,3
three months,DATE,sport,3
three months,DATE,tech,9
three months ago,DATE,politics,1
three months ago,DATE,tech,2
three months december,DATE,business,5
three months ending september,DATE,business,1
three months july september,DATE,business,1
three months last year two previous quarters,DATE,business,1
three months november period last year,DATE,business,1
three months old,DATE,politics,2
three months september,DATE,business,2
three months year ago third quarter,DATE,business,1
three nominations years,DATE,entertainment,1
three november,DATE,sport,1
three past five years,DATE,sport,1
three pence,MONEY,business,1
three quarters,DATE,business,1
three weeks,DATE,business,5
three weeks,DATE,entertainment,8
three weeks,DATE,politics,2
three weeks,DATE,sport,3
three weeks,DATE,tech,3
three weeks ago,DATE,business,1
three year,DATE,business,2
three year,DATE,entertainment,1
three years,DATE,business,19
three years,DATE,entertainment,10
three years,DATE,politics,6
three years,DATE,sport,9
three years,DATE,tech,5
three years ago,DATE,business,2
three years ago,DATE,politics,1
three years ago,DATE,sport,6
three years ago,DATE,tech,3
three years ago yearold,DATE,sport,1
