entity,label,category
bay city,GPE,entertainment
jesus mary chain,PERSON,entertainment
mark robertson,PERSON,entertainment
bbc radio,ORG,entertainment
scotland,GPE,entertainment
vic galloway,PERSON,entertainment
cage films,PERSON,entertainment
third week,DATE,entertainment
canada box office,ORG,entertainment
third week,DATE,entertainment
friday,DATE,entertainment
sunday,DATE,entertainment
tim allen jamie lee curtis,PERSON,entertainment
colin farrell,PERSON,entertainment
last weeks,DATE,entertainment
jerry bruckheimer,PERSON,entertainment
new york,GPE,entertainment
new york,GPE,entertainment
bbc news,ORG,entertainment
keane sound rapper cent,ORG,entertainment
years,DATE,entertainment
london indie group bloc party,ORG,entertainment
november,DATE,entertainment
sam endicott,PERSON,entertainment
paul connolly,PERSON,entertainment
chris,PERSON,entertainment
bbc musics chart,ORG,entertainment
new york city,GPE,entertainment
nigel harding,PERSON,entertainment
london,GPE,entertainment
harding,PERSON,entertainment
kessler,ORG,entertainment
prettyboy new york clothes,ORG,entertainment
duran duran,PERSON,entertainment
bbc radio,ORG,entertainment
nelson nme,PERSON,entertainment
bbc radio music,ORG,entertainment
colin martin,PERSON,entertainment
bloc party,ORG,entertainment
franz,ORG,entertainment
kaiser chiefs,ORG,entertainment
last years,DATE,entertainment
franz,ORG,entertainment
spike lee backs student,PERSON,entertainment
spike lee,PERSON,entertainment
atlanta university morehouse college seek,ORG,entertainment
lee,PERSON,entertainment
lee,PERSON,entertainment
washington,GPE,entertainment
lee,PERSON,entertainment
summer,DATE,entertainment
los angeles,GPE,entertainment
los angeles,GPE,entertainment
february,DATE,entertainment
scott bakula,PERSON,entertainment
archer,PERSON,entertainment
archer crew,PERSON,entertainment
viacom,ORG,entertainment
paramount studios fan,ORG,entertainment
trek united hoping raise donations,ORG,entertainment
soul sensation,ORG,entertainment
cullumpton,GPE,entertainment
last october,DATE,entertainment
jocelyn stoker,PERSON,entertainment
bbc,ORG,entertainment
new york,GPE,entertainment
steve greenberg,PERSON,entertainment
japan,GPE,entertainment
australia,GPE,entertainment
niro film leads box office,ORG,entertainment
robert niro,PERSON,entertainment
three weeks,DATE,entertainment
five week,DATE,entertainment
aviator million dollar,MONEY,entertainment
bruce snyder,PERSON,entertainment
century,DATE,entertainment
million dollar,MONEY,entertainment
three first weekend,DATE,entertainment
six weekend,DATE,entertainment
ten first time week,DATE,entertainment
last weeks,DATE,entertainment
third week,DATE,entertainment
scarlett johansson,PERSON,entertainment
mike mills taken hospital,PERSON,entertainment
monday,DATE,entertainment
glasgow,PERSON,entertainment
rem spokesman,PERSON,entertainment
monday tuesdays,DATE,entertainment
june,DATE,entertainment
mike,PERSON,entertainment
wednesday,DATE,entertainment
new york,GPE,entertainment
monday,DATE,entertainment
bill berry,PERSON,entertainment
switzerland,GPE,entertainment
two years later,DATE,entertainment
mike leigh imelda staunton,PERSON,entertainment
jamie foxx,ORG,entertainment
ray british,PERSON,entertainment
january,DATE,entertainment
saturday,DATE,entertainment
elizabeth,PERSON,entertainment
leigh beat,PERSON,entertainment
ray charles,PERSON,entertainment
london,GPE,entertainment
foxx face academy,ORG,entertainment
two weeks,DATE,entertainment
summer,DATE,entertainment
ray charles,PERSON,entertainment
harry potter,PERSON,entertainment
british academy,ORG,entertainment
bbc,ORG,entertainment
nana mouskouri,ORG,entertainment
lulu julio,PERSON,entertainment
european broadcasting union,ORG,entertainment
annual,DATE,entertainment
annual,DATE,entertainment
kiev ukraine,PERSON,entertainment
ukrainian,GPE,entertainment
ruslana,ORG,entertainment
last year,DATE,entertainment
later year,DATE,entertainment
london,GPE,entertainment
france,GPE,entertainment
presley musical jailhouse rock,ORG,entertainment
mario kombou,PERSON,entertainment
presley role stage,PERSON,entertainment
fridays,DATE,entertainment
bbc,ORG,entertainment
last week,DATE,entertainment
several months,DATE,entertainment
kombou,PERSON,entertainment
next week,DATE,entertainment
three weeks,DATE,entertainment
vince everett,PERSON,entertainment
presley played film,ORG,entertainment
daily,DATE,entertainment
chris rock,PERSON,entertainment
chris rock,PERSON,entertainment
dave karger,PERSON,entertainment
scan los angeles,ORG,entertainment
los angeles,GPE,entertainment
daily,DATE,entertainment
thursday,DATE,entertainment
kodak,ORG,entertainment
jamie foxx,PERSON,entertainment
mike goodridge,PERSON,entertainment
million dollar,MONEY,entertainment
mike,PERSON,entertainment
million dollar,MONEY,entertainment
martin,PERSON,entertainment
aviator million dollar,MONEY,entertainment
mike leighs,PERSON,entertainment
viacom,ORG,entertainment
fcc,ORG,entertainment
fcc,ORG,entertainment
howard stern,PERSON,entertainment
new york,GPE,entertainment
djs stern,PERSON,entertainment
viacom,ORG,entertainment
two years ago,DATE,entertainment
viacom,ORG,entertainment
richard diamond,PERSON,entertainment
fcc,ORG,entertainment
united states,ORG,entertainment
viacom,ORG,entertainment
five days,DATE,entertainment
viacom,ORG,entertainment
janet jacksons breast,PERSON,entertainment
cbs,ORG,entertainment
january,DATE,entertainment
viacom,ORG,entertainment
viacom,ORG,entertainment
viacom,ORG,entertainment
sunday,DATE,entertainment
harry potter,PERSON,entertainment
azkaban runnerup,PERSON,entertainment
bbc,ORG,entertainment
saturday,DATE,entertainment
dick dom bungalow,PERSON,entertainment
years ago,DATE,entertainment
arthur international,ORG,entertainment
brookside,ORG,entertainment
keaveney,PERSON,entertainment
anna keaveney,PERSON,entertainment
keaveney,PERSON,entertainment
marie jackson,PERSON,entertainment
saturday,DATE,entertainment
shirley valentine,PERSON,entertainment
nellie mike leighs,PERSON,entertainment
years,DATE,entertainment
richard wilson,PERSON,entertainment
martin,ORG,entertainment
martin,ORG,entertainment
matron itv,PERSON,entertainment
bbc,ORG,entertainment
gim gim gim,PERSON,entertainment
barry brown,PERSON,entertainment
anna due,PERSON,entertainment
friday,DATE,entertainment
robbie williams,PERSON,entertainment
frank sinatras,PERSON,entertainment
france germany,GPE,entertainment
simon george,PERSON,entertainment
comic morris,ORG,entertainment
chris morris,PERSON,entertainment
london,GPE,entertainment
complaints nathan barley characterdriven comedy,ORG,entertainment
charlie brooker,PERSON,entertainment
webmaster guerrilla,PERSON,entertainment
node story,PERSON,entertainment
dan ashcroft,PERSON,entertainment
today,DATE,entertainment
february,DATE,entertainment
vinci,ORG,entertainment
ron howard,PERSON,entertainment
vinci code,PERSON,entertainment
dan brown,PERSON,entertainment
sony,ORG,entertainment
next year,DATE,entertainment
robert langdon,PERSON,entertainment
centuries,DATE,entertainment
brian grazer,PERSON,entertainment
apollo,ORG,entertainment
little two years,DATE,entertainment
harvard,ORG,entertainment
indiana jones,ORG,entertainment
parker british,PERSON,entertainment
alan parker,PERSON,entertainment
alan,PERSON,entertainment
paris,GPE,entertainment
wednesday,DATE,entertainment
france,GPE,entertainment
britain,GPE,entertainment
council board,ORG,entertainment
david gale,PERSON,entertainment
kevin spacey,PERSON,entertainment
presley,PERSON,entertainment
sunday,DATE,entertainment
king rock,GPE,entertainment
richard russell,PERSON,entertainment
watson boy george bill,PERSON,entertainment
bee gees beach,PERSON,entertainment
america,GPE,entertainment
sunday,DATE,entertainment
ciara feeder,PERSON,entertainment
first week,DATE,entertainment
sony,ORG,entertainment
dustin hoffman,PERSON,entertainment
tootsie,PERSON,entertainment
tuesday yearold,DATE,entertainment
working years ago,DATE,entertainment
robert niro,PERSON,entertainment
ben stiller,PERSON,entertainment
first weekend,DATE,entertainment
london,GPE,entertainment
working years ago,DATE,entertainment
couple years ago,DATE,entertainment
friday,DATE,entertainment
farrell,PERSON,entertainment
colin farrell,PERSON,entertainment
daily,DATE,entertainment
january,DATE,entertainment
bbc,ORG,entertainment
sunday,DATE,entertainment
role crockett,PERSON,entertainment
miami,GPE,entertainment
nbc network,ORG,entertainment
matthew perry,PERSON,entertainment
fox,ORG,entertainment
north carolina,GPE,entertainment
thomas atwood president national,PERSON,entertainment
lineup contestant,PERSON,entertainment
fox,ORG,entertainment
tommy schenck,PERSON,entertainment
bbc,ORG,entertainment
national theatre mtv science museum london stock exchange,ORG,entertainment
last year,DATE,entertainment
bbc,ORG,entertainment
three nominations years,DATE,entertainment
grant dean,PERSON,entertainment
battle dvd,PERSON,entertainment
france,GPE,entertainment
british academy,ORG,entertainment
brad,GPE,entertainment
robert niro hugh grant,PERSON,entertainment
andy garcia lucy liu natalie,PERSON,entertainment
jay leno,PERSON,entertainment
singers madonna,PERSON,entertainment
elton john,PERSON,entertainment
kevin spacey,PERSON,entertainment
george clooney,PERSON,entertainment
nbc,ORG,entertainment
norah jones,PERSON,entertainment
diana ross,PERSON,entertainment
mary blige,PERSON,entertainment
eric clapton,PERSON,entertainment
catherine zeta,PERSON,entertainment
michael douglas bruce willis,PERSON,entertainment
thurman matt,PERSON,entertainment
tim,PERSON,entertainment
george clooney,PERSON,entertainment
american red cross commercialfree benefit,ORG,entertainment
september,DATE,entertainment
bangkok international film,ORG,entertainment
thursday,DATE,entertainment
second week,DATE,entertainment
chris martin jamelia,PERSON,entertainment
weeks,DATE,entertainment
next weeks,DATE,entertainment
robbie williams,PERSON,entertainment
one third week,DATE,entertainment
williams,PERSON,entertainment
weeks ago,DATE,entertainment
nine years first,DATE,entertainment
jimi hendrix,PERSON,entertainment
london,GPE,entertainment
two weeks,DATE,entertainment
jimi hendrix,PERSON,entertainment
joe,PERSON,entertainment
london,GPE,entertainment
chicago,GPE,entertainment
paul giamatti,PERSON,entertainment
million dollar,MONEY,entertainment
year,DATE,entertainment
alexander payne,PERSON,entertainment
jim taylor,PERSON,entertainment
cfca,GPE,entertainment
thomas haden,PERSON,entertainment
virginia,GPE,entertainment
new york,GPE,entertainment
los angeles,GPE,entertainment
imelda staunton,PERSON,entertainment
mike leigh film,PERSON,entertainment
michael,PERSON,entertainment
chicago,GPE,entertainment
paul schrader,PERSON,entertainment
brussels,GPE,entertainment
renny harlin,PERSON,entertainment
liam neeson,PERSON,entertainment
john frankenheimer,PERSON,entertainment
neeson,PERSON,entertainment
max von,PERSON,entertainment
morocco rome,ORG,entertainment
august,DATE,entertainment
morgan creek,ORG,entertainment
harlin,PERSON,entertainment
october,DATE,entertainment
samuel jackson,PERSON,entertainment
ben stiller,PERSON,entertainment
bbc news,ORG,entertainment
extras,GPE,entertainment
bbc news,ORG,entertainment
around years,DATE,entertainment
jackson,PERSON,entertainment
march,DATE,entertainment
nbc,ORG,entertainment
next three years,DATE,entertainment
brian mcfadden,PERSON,entertainment
dublin school,ORG,entertainment
fintians high school,ORG,entertainment
sony,ORG,entertainment
two years old,DATE,entertainment
next week,DATE,entertainment
robbie williams,PERSON,entertainment
march,DATE,entertainment
september,DATE,entertainment
merle kilgore,PERSON,entertainment
hank williams,PERSON,entertainment
june,DATE,entertainment
carter,PERSON,entertainment
johnny,PERSON,entertainment
wolverton mountain,ORG,entertainment
june,DATE,entertainment
carter,PERSON,entertainment
johnny,PERSON,entertainment
anita carter,PERSON,entertainment
johnny,PERSON,entertainment
june,DATE,entertainment
carter,PERSON,entertainment
last year,DATE,entertainment
hank williams,PERSON,entertainment
carpet hollywood,ORG,entertainment
london,GPE,entertainment
saturday,DATE,entertainment
blanchett leonardo,PERSON,entertainment
richard gere,PERSON,entertainment
late winter,DATE,entertainment
leonardo dicaprio,PERSON,entertainment
february,DATE,entertainment
imelda staunton,PERSON,entertainment
bbc news,ORG,entertainment
million years,DATE,entertainment
katherine hepburn,PERSON,entertainment
sienna miller,PERSON,entertainment
matthew vaughn,PERSON,entertainment
diane kruger,PERSON,entertainment
micha barton,PERSON,entertainment
miller,PERSON,entertainment
harry potter,PERSON,entertainment
keanu,ORG,entertainment
martin scorsese,PERSON,entertainment
three years,DATE,entertainment
owen golden,PERSON,entertainment
broadcaster cyril,PERSON,entertainment
bbc television,ORG,entertainment
morocco,GPE,entertainment
dick whittington,PERSON,entertainment
nicholas nickleby,PERSON,entertainment
betty astell,PERSON,entertainment
summer,DATE,entertainment
harry secombe,PERSON,entertainment
age never day,DATE,entertainment
michael pointon,PERSON,entertainment
charlie simpson,PERSON,entertainment
school year,DATE,entertainment
s david band,PERSON,entertainment
matt jay james bourne,PERSON,entertainment
itv,ORG,entertainment
fightstar,ORG,entertainment
years,DATE,entertainment
steve brookstein,PERSON,entertainment
three weeks,DATE,entertainment
saturday,DATE,entertainment
one week,DATE,entertainment
britain,GPE,entertainment
next week,DATE,entertainment
six seven weeks,DATE,entertainment
dana rayne,PERSON,entertainment
green day,DATE,entertainment
days,DATE,entertainment
welch,PERSON,entertainment
california,GPE,entertainment
year,DATE,entertainment
fry,PERSON,entertainment
stephen fry,PERSON,entertainment
arthur dent,PERSON,entertainment
martin freeman,PERSON,entertainment
john malkovich bill,PERSON,entertainment
alan rickman,PERSON,entertainment
fry selfconfessed fan book,ORG,entertainment
years first,DATE,entertainment
humma kavula,PERSON,entertainment
bbc comedy,ORG,entertainment
wednesday,DATE,business
jayceon taylor,PERSON,business
last weeks,DATE,business
jackson,PERSON,business
today,DATE,business
earlier month,DATE,business
joe nas,PERSON,business
bbc,ORG,entertainment
bbc,ORG,entertainment
pbs,ORG,entertainment
bbc,ORG,entertainment
last september,DATE,entertainment
london,GPE,entertainment
hbo,ORG,entertainment
january,DATE,entertainment
pbs,ORG,entertainment
cbs,ORG,entertainment
last autumn,DATE,entertainment
janet,PERSON,entertainment
justin,ORG,entertainment
pbs,ORG,entertainment
pbs,ORG,entertainment
pbs,ORG,entertainment
richard boy george,PERSON,entertainment
mike,PERSON,entertainment
ronan keating,PERSON,entertainment
switzerland,GPE,entertainment
robin barry,PERSON,entertainment
bee,ORG,entertainment
jamie cullum chris,PERSON,entertainment
newtonjohn sir,ORG,entertainment
boy george,PERSON,entertainment
new york,GPE,entertainment
next week,DATE,entertainment
nirvana box,ORG,entertainment
nirvana,GPE,entertainment
years,DATE,entertainment
nirvana frontman kurt cobain,PERSON,entertainment
dave grohl,PERSON,entertainment
tuesday,DATE,entertainment
nirvana international stage band,ORG,entertainment
nirvana,GPE,entertainment
nirvana,GPE,entertainment
charles cross bands development,ORG,entertainment
april,DATE,entertainment
new orleans,GPE,entertainment
jefferson parish,PERSON,entertainment
harry lee,PERSON,entertainment
lee,PERSON,entertainment
ron rakosky,PERSON,entertainment
corey miller,PERSON,entertainment
three years,DATE,entertainment
beverly siemssen,PERSON,entertainment
nightclub decision,PERSON,entertainment
last april,DATE,entertainment
levy,PERSON,entertainment
andrea levy,PERSON,entertainment
year,DATE,entertainment
john guy,PERSON,entertainment
mcdonald actor,ORG,entertainment
hugh grant,PERSON,entertainment
tuesday five,DATE,entertainment
january,DATE,entertainment
levys fourth,PERSON,entertainment
london,GPE,entertainment
susan fletcher eve,PERSON,entertainment
michael symmons roberts,PERSON,entertainment
mccaughrean went,ORG,entertainment
annual,DATE,entertainment
february,DATE,entertainment
honours year,DATE,entertainment
modern day,DATE,entertainment
today,DATE,entertainment
first academy,ORG,entertainment
first years,DATE,entertainment
los angeles,GPE,entertainment
today,DATE,entertainment
kodak,ORG,entertainment
thursday,DATE,entertainment
monday,DATE,entertainment
wednesday,DATE,entertainment
month,DATE,entertainment
may april march current month february first,DATE,entertainment
margaret herrick,PERSON,entertainment
wwii,GPE,entertainment
nine days later,DATE,entertainment
oversaw first,PERSON,entertainment
harry steps,PERSON,entertainment
king kong,GPE,entertainment
humphrey bogart,PERSON,entertainment
henry fonda,PERSON,entertainment
iraq,GPE,entertainment
michael moore,PERSON,entertainment
iraq,GPE,entertainment
los angeles,GPE,entertainment
martin luther king saw,PERSON,entertainment
two days,DATE,entertainment
ronald reagan,PERSON,entertainment
george scott,PERSON,entertainment
dudley nichols,PERSON,entertainment
maria cruz,PERSON,entertainment
robert opal,PERSON,entertainment
frank frank capra bounded,PERSON,entertainment
frank lloyd cavalcade,PERSON,entertainment
drama million dollar,MONEY,entertainment
sunday,DATE,entertainment
jamie foxx,PERSON,entertainment
million dollar,MONEY,entertainment
last years,DATE,entertainment
million dollar,MONEY,entertainment
hollywood chum academy,ORG,entertainment
anne thompson hollywood,PERSON,entertainment
million dollar,MONEY,entertainment
ray charles,PERSON,entertainment
six years,DATE,entertainment
morgan freeman,PERSON,entertainment
oscar million dollar,MONEY,entertainment
kodak,ORG,entertainment
february,DATE,entertainment
michael moores,PERSON,entertainment
johnny,PERSON,entertainment
joey starring,PERSON,entertainment
matt leblanc,PERSON,entertainment
weekly,DATE,entertainment
michael moore,PERSON,entertainment
iraq,GPE,entertainment
george bush,PERSON,entertainment
iraq,GPE,entertainment
bush,PERSON,entertainment
john kerry,PERSON,entertainment
pasadena california moore,ORG,entertainment
mel gibson,PERSON,entertainment
estelle morris,PERSON,entertainment
abba,PERSON,entertainment
judy craymer,PERSON,entertainment
sunday,DATE,entertainment
joss stone,PERSON,entertainment
catherine johnson,PERSON,entertainment
second year,DATE,entertainment
paul mccartney,PERSON,entertainment
last year,DATE,entertainment
last year,DATE,entertainment
theatre impresario,ORG,entertainment
last year,DATE,entertainment
sunday,DATE,entertainment
soul,PERSON,entertainment
devon,PERSON,entertainment
charlotte church,ORG,entertainment
david victoria beckham,PERSON,entertainment
late beatle george harrison,PERSON,entertainment
last year,DATE,entertainment
london,GPE,entertainment
toronto,GPE,entertainment
march,DATE,entertainment
london,GPE,entertainment
december,DATE,entertainment
kevin wallace,PERSON,entertainment
london,GPE,entertainment
london,GPE,entertainment
david mirvish,PERSON,entertainment
next year,DATE,entertainment
toronto,GPE,entertainment
canada,GPE,entertainment
deal canada hope anticipation,ORG,entertainment
london,GPE,entertainment
canada,GPE,entertainment
thursday,DATE,entertainment
andrew lloyd,PERSON,entertainment
matthew warchus,PERSON,entertainment
peter jackson,PERSON,entertainment
years,DATE,entertainment
bbc world,ORG,entertainment
bbc,ORG,entertainment
year,DATE,entertainment
andrey zvyagintsev,PERSON,entertainment
london,GPE,entertainment
thursday,DATE,entertainment
jonathan ross,PERSON,entertainment
gillian anderson,PERSON,entertainment
roger clarke,PERSON,entertainment
kevin mcdonald ross,PERSON,entertainment
bbc,ORG,entertainment
zhang yimous,PERSON,entertainment
vladimir girin,PERSON,entertainment
last year,DATE,entertainment
vienna,GPE,entertainment
saturday,DATE,entertainment
julie andrews,PERSON,entertainment
austria,PERSON,entertainment
saturday,DATE,entertainment
maria novice,PERSON,entertainment
baron von trapp,PERSON,entertainment
sandra pires,PERSON,entertainment
million dollar,MONEY,entertainment
martin,ORG,entertainment
sunday,DATE,entertainment
howard hughes,PERSON,entertainment
jamie foxx,PERSON,entertainment
ray charles ray,PERSON,entertainment
imelda staunton,PERSON,entertainment
park dream morgan,PERSON,entertainment
jamie foxx,PERSON,entertainment
alan alda,PERSON,entertainment
million dollar,MONEY,entertainment
martin scorsese,PERSON,entertainment
jamie foxx,PERSON,entertainment
two nominations year,DATE,entertainment
ray charles,PERSON,entertainment
last year,DATE,entertainment
taylor hackford,PERSON,entertainment
ray charles,PERSON,entertainment
andrea arnold,PERSON,entertainment
chris rock,PERSON,entertainment
lee create new film,PERSON,entertainment
stan lee,PERSON,entertainment
robert evans,PERSON,entertainment
films lee,PERSON,entertainment
peter briggs,PERSON,entertainment
past five years,DATE,entertainment
summer,DATE,entertainment
european promotion,ORG,business
london,GPE,business
richard gere,PERSON,business
peter chelsom,PERSON,business
carey lowell,PERSON,business
anita dobson,PERSON,business
london,GPE,business
sunday,DATE,business
marc anthony,PERSON,business
niro completes box office,ORG,entertainment
robert niro,PERSON,entertainment
dustin,ORG,entertainment
weekend,DATE,entertainment
three days eight,DATE,entertainment
excia agent,PERSON,entertainment
first weekend,DATE,entertainment
london,GPE,entertainment
last week,DATE,entertainment
aviator million dollar,MONEY,entertainment
previous weekend,DATE,entertainment
japans box office,ORG,entertainment
last year,DATE,entertainment
japan,GPE,entertainment
japan,GPE,entertainment
japan,GPE,entertainment
japan,GPE,entertainment
last year,DATE,entertainment
harry potter,PERSON,entertainment
last year,DATE,entertainment
previous year,DATE,entertainment
smith host arts festival rock star,ORG,entertainment
smith,ORG,entertainment
years,DATE,entertainment
june,DATE,entertainment
pioneer,ORG,entertainment
david bowie,PERSON,entertainment
nick cave directing days,PERSON,entertainment
june,DATE,entertainment
last years,DATE,entertainment
jane birkin nancy,PERSON,entertainment
alan bennett,PERSON,entertainment
new york,GPE,entertainment
years,DATE,entertainment
dublin,GPE,entertainment
years,DATE,entertainment
larry mullen,PERSON,entertainment
paul,PERSON,entertainment
paul hewson,PERSON,entertainment
david evans,PERSON,entertainment
guitar,ORG,entertainment
dick dick evans,PERSON,entertainment
paul mcguinness,PERSON,entertainment
sunday,DATE,entertainment
sunday,DATE,entertainment
years day,DATE,entertainment
pinnacle,ORG,entertainment
white house,ORG,entertainment
harry potter,PERSON,entertainment
harry potter,PERSON,entertainment
third year,DATE,entertainment
harry ron hermione,PERSON,entertainment
daniel radcliffe,PERSON,entertainment
dvd laden,PERSON,entertainment
harry potter dvd,PERSON,entertainment
edward fox,PERSON,business
terry palmer,PERSON,business
summer,DATE,business
months ago,DATE,business
nightclub years,PERSON,business
anthony hopkins,PERSON,business
charlie chaplin,PERSON,business
edward mrs simpson,PERSON,business
years two years ago,DATE,business
annual,DATE,business
summer five years,DATE,business
keith poulton,PERSON,business
two months,DATE,business
poulton benefactors,ORG,business
last year,DATE,business
years ago,DATE,entertainment
james dean,PERSON,entertainment
bradfield,ORG,entertainment
nicky wire,PERSON,entertainment
sylvia plath george orwell philip larkin,PERSON,entertainment
october,DATE,entertainment
last interview months later,DATE,entertainment
london,GPE,entertainment
days,DATE,entertainment
graham sherry,PERSON,entertainment
bristol notorious,ORG,entertainment
goa india interpol,ORG,entertainment
graham sherry edwards,PERSON,entertainment
six weeks,DATE,entertainment
five years,DATE,entertainment
havana,GPE,entertainment
edwards song called,PERSON,entertainment
edwards,PERSON,entertainment
duran duran,PERSON,entertainment
duran duran,PERSON,entertainment
tuesday,DATE,entertainment
rick krim vhs,PERSON,entertainment
japan,GPE,entertainment
next year,DATE,entertainment
duran,GPE,entertainment
keyboard player,PERSON,entertainment
nick,PERSON,entertainment
duran duran,PERSON,entertainment
tomorrow,DATE,entertainment
earlier year,DATE,entertainment
bon,ORG,entertainment
nbc,ORG,entertainment
january,DATE,entertainment
sandra bullock,PERSON,entertainment
american red cross,ORG,entertainment
leonardo dicaprio,PERSON,entertainment
hong kong,GPE,entertainment
friday,DATE,entertainment
later month,DATE,entertainment
september,DATE,entertainment
america,GPE,entertainment
pentagon,ORG,entertainment
charles ray charles string,PERSON,entertainment
charles songs,PERSON,entertainment
joe cocker,PERSON,entertainment
steve winwood,PERSON,entertainment
eric burdon van morrison,PERSON,entertainment
norah jones,PERSON,entertainment
james brown,PERSON,entertainment
ray charles,PERSON,entertainment
sam cooke,PERSON,entertainment
wilson pickett,GPE,entertainment
jackson david,PERSON,entertainment
roy orbison,PERSON,entertainment
eddie cochran,PERSON,entertainment
georgia,GPE,entertainment
hank williams,PERSON,entertainment
years,DATE,entertainment
abc,ORG,entertainment
james brown,PERSON,entertainment
gaye years later,DATE,entertainment
june one,DATE,entertainment
ray charles,PERSON,entertainment
mann,ORG,entertainment
paul jones,PERSON,entertainment
tomorrow,DATE,entertainment
charles one,PERSON,entertainment
bbc news,ORG,entertainment
ray charles,PERSON,entertainment
three years,DATE,sport
bbc,ORG,sport
bbc,ORG,sport
chris rock,PERSON,sport
february,DATE,sport
january,DATE,sport
year,DATE,sport
bbc,ORG,sport
bbc,ORG,sport
bbc,ORG,sport
years,DATE,sport
martin,ORG,sport
jeanpierre jeunets long,PERSON,sport
ray charles,PERSON,sport
davis hollywood,PERSON,entertainment
lee burt reynolds,PERSON,entertainment
alan alda,PERSON,entertainment
ossie davis,PERSON,entertainment
new york,GPE,entertainment
ossie davis,PERSON,entertainment
miami,GPE,entertainment
age february,DATE,entertainment
years,DATE,entertainment
saturday,DATE,entertainment
bill clinton,PERSON,entertainment
harry belafonte,PERSON,entertainment
united states,PERSON,entertainment
clinton,PERSON,entertainment
last weekend,DATE,entertainment
florida,GPE,entertainment
davis,PERSON,entertainment
spike lee starring,PERSON,entertainment
malcolm attallah,PERSON,entertainment
shabazz,GPE,entertainment
malcolm,PERSON,entertainment
alan alda,PERSON,entertainment
forty years,DATE,entertainment
davis,PERSON,entertainment
davis,PERSON,entertainment
years,DATE,entertainment
smith loses box office crown new comedy diary,ORG,entertainment
first three days,DATE,entertainment
two consecutive weeks,DATE,entertainment
second week,DATE,entertainment
werewolf loose,ORG,entertainment
los angeles,GPE,entertainment
tommy lee jones,PERSON,entertainment
texas,GPE,entertainment
drama million dollar,MONEY,entertainment
martin,ORG,entertainment
years,DATE,entertainment
imelda staunton,PERSON,entertainment
richard gere,PERSON,entertainment
ziyi zhang house,PERSON,entertainment
jamie foxx,PERSON,entertainment
jim carrey,PERSON,entertainment
johnny,PERSON,entertainment
bbc,ORG,entertainment
owen,PERSON,entertainment
craney julie cristie,PERSON,entertainment
mike leigh,PERSON,entertainment
michael mann,PERSON,entertainment
british academy,ORG,entertainment
bbc,ORG,entertainment
oliver stones,PERSON,entertainment
three days,DATE,entertainment
thanksgiving,DATE,entertainment
wednesday,DATE,entertainment
second week,DATE,entertainment
fourth week,DATE,entertainment
last week,DATE,entertainment
colin farrell,PERSON,entertainment
bravado,GPE,entertainment
oliver stone,PERSON,entertainment
angelina,GPE,entertainment
hari count dracula,PERSON,entertainment
gore,PERSON,entertainment
last thursday,DATE,entertainment
lifetime,DATE,entertainment
stockholm international film,ORG,entertainment
jfk platoon,PERSON,entertainment
fourth july,DATE,entertainment
berlin,GPE,entertainment
years berlin,GPE,entertainment
thursday,DATE,entertainment
france,GPE,entertainment
reuters agency,ORG,entertainment
iraq,GPE,entertainment
years,DATE,entertainment
kevin spacey keanu,PERSON,entertainment
coming academy,ORG,entertainment
february,DATE,entertainment
january next year,DATE,entertainment
february,DATE,entertainment
jamie foxx,PERSON,entertainment
month,DATE,entertainment
ray charles ray,PERSON,entertainment
million dollar,MONEY,entertainment
morgan freeman,PERSON,entertainment
ray charles,PERSON,entertainment
los angeles,GPE,entertainment
saturday,DATE,entertainment
taylor,PERSON,entertainment
taylor,PERSON,entertainment
earlier week,DATE,entertainment
february five days,DATE,entertainment
arkansas,GPE,entertainment
arkansas state university,ORG,entertainment
jonesboro wonderful city come,ORG,entertainment
jonesboro,ORG,entertainment
tim dean,PERSON,entertainment
arkansas state university venue,ORG,entertainment
september,DATE,entertainment
india deport bollywood,ORG,entertainment
india,GPE,entertainment
negar khan,PERSON,entertainment
visa khan,PERSON,entertainment
past two years,DATE,entertainment
bombay immigration office immigration,ORG,entertainment
last year,DATE,entertainment
khan,PERSON,entertainment
indian news channel mobile,ORG,entertainment
khan,PERSON,entertainment
last year,DATE,entertainment
norway,GPE,entertainment
khan,PERSON,entertainment
christmas day,DATE,entertainment
december,DATE,entertainment
christmas day,DATE,entertainment
robert niro blythe danner,PERSON,entertainment
dustin,ORG,entertainment
weekend year christmas falls weekend,DATE,entertainment
paul dergarabedian,PERSON,entertainment
last year third,DATE,entertainment
last weeks,DATE,entertainment
albert cowritten,PERSON,entertainment
bill cosby,PERSON,entertainment
opening christmas day,DATE,entertainment
leonardo dicaprio,PERSON,entertainment
christmas day,DATE,entertainment
earlier month,DATE,entertainment
barry weissler,PERSON,entertainment
chicago,GPE,entertainment
new york,GPE,entertainment
april,DATE,entertainment
minneapolis,GPE,entertainment
chicago,GPE,entertainment
april,DATE,entertainment
verdon title role shirley,PERSON,entertainment
leonardo dicaprio shut academy awards,ORG,entertainment
charles evans,PERSON,entertainment
aviator million dollar,MONEY,entertainment
michael mann,PERSON,entertainment
graham king,PERSON,entertainment
mann,PERSON,entertainment
years,DATE,entertainment
globes evans,ORG,entertainment
martin scorsese,PERSON,entertainment
aviator million dollar,MONEY,entertainment
wednesday,DATE,entertainment
february,DATE,entertainment
ziyi zhang star,PERSON,entertainment
